"Probability","TestValue",
0.229897367585,0,
0,0,
0,0,
0,0,
0.00532975456305,0,
0.02207361358,0,
0.000270325242286,0,
1,0,
1,0,
1,1,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
0,1,
1,0,
0,0,
1,0,
0,0,
0,0,
0,0,
1,0,
1,0,
0,0,
0.204866367916,0,
0,0,
1,0,
0,0,
0.421052144012,0,
1,0,
1,0,
1,0,
0,0,
0.0874379112446,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,1,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
0,0,
1,0,
1,0,
0.000507940653526,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,1,
1,0,
0,0,
1,0,
1,0,
1,1,
0,0,
0,0,
1,0,
1,1,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
0,0,
1,0,
0,0,
0,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,1,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
0,0,
0,0,
0,0,
0.146633805105,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
1,0,
1,0,
0.000241859301179,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
1,1,
1,0,
0,0,
0,0,
1,1,
1,0,
0,0,
1,1,
1,0,
0.544663260379,0,
1,0,
1,1,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,1,
1,0,
1,1,
1,0,
1,0,
0,0,
0,0,
0,0,
0,1,
1,0,
1,0,
1,0,
1,1,
1,0,
1,0,
1,1,
1,0,
1,0,
1,1,
1,1,
1,1,
1,0,
0,0,
0,0,
0,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0.860941444812,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0.855974738601,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0.532102278293,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,1,
0,0,
1,1,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0.642097288454,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
1,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0.451058433624,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0.429993213325,0,
0,0,
1,0,
1,0,
0.571630388895,0,
0,0,
0,0,
1,0,
1,0,
1,0,
0.71068196179,1,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0.221244232416,0,
0,0,
1,0,
0,0,
0,0,
1,1,
0,0,
0,0,
1,0,
0,0,
1,0,
1,1,
1,0,
0,1,
1,0,
0,0,
1,0,
0,0,
1,0,
1,1,
1,0,
1,0,
1,0,
1,1,
1,1,
1,1,
0,0,
1,1,
1,0,
1,0,
0,0,
1,0,
1,1,
1,0,
1,0,
1,0,
1,0,
1,0,
1,1,
1,0,
1,0,
0,0,
0.0106686905268,0,
0,0,
1,0,
0.201118887448,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
0.489759310475,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,1,
0,0,
1,1,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0.362538642812,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
0,0,
0,0,
1,0,
1,0,
0,0,
0,0,
0,0,
0,0,
1,0,
0,0,
1,0,
0,0,
1,0,
0,0,
1,0,
1,0,
0.973800166933,0,
1,0,
0.23090620969,0,
0,0,
1,0,
1,0,
0,0,
1,0,
0,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,1,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
0,0,
1,0,
1,1,
1,0,
0,0,
0,0,
1,0,
0,0,
0,0,
0,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,1,
1,1,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,1,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0.0107267044297,0,
0,0,
0.108029920276,0,
0.14780645315,0,
1,0,
1,0,
1,1,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0.617896903507,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0.263665298607,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
0,0,
0,1,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,1,
1,1,
1,0,
1,0,
1,0,
1,1,
1,0,
1,1,
1,0,
0.163154845977,0,
1,1,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,1,
1,0,
1,0,
0,0,
0,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
1,1,
1,0,
1,1,
1,1,
1,0,
0,0,
0,0,
1,0,
1,0,
1,1,
1,1,
1,0,
0.302960634549,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0.00671383117027,0,
0.804136427177,0,
1,0,
0,0,
0,0,
1,0,
1,1,
1,0,
1,0,
1,0,
1,1,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
0,0,
1,0,
0,0,
1,0,
0.756846232406,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0.134811852568,0,
1,0,
1,0,
1,0,
0,0,
0.987382305878,0,
0,0,
0.177401625748,0,
0.631158015792,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
0,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0.841320470937,0,
1,0,
1,0,
0.428011795407,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,1,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0.226591244424,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0.7994958775,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
0.0534644119264,0,
0,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,1,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0.835771887066,0,
1,1,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
0,0,
1,0,
0.119140623083,0,
0.658622221698,0,
0.940829974623,0,
0.623079221039,0,
1,0,
1,0,
1,0,
1,0,
0.904251519241,0,
1,0,
1,0,
1,0,
0,0,
0,0,
0.00437124765682,0,
0.0220753092318,0,
0.0334752005878,0,
1,1,
0,0,
0,0,
1,0,
0.992056405701,0,
0.626660716411,0,
1,0,
1,0,
1,0,
0.714780201804,0,
0,0,
0,0,
0,0,
1,0,
0,0,
0,0,
0,0,
1,0,
0,0,
1,0,
1,0,
0,0,
0.535625857647,0,
0.198460518183,0,
1,0,
0.499793870363,0,
1,0,
0.276910307222,0,
1,0,
0,0,
0,0,
1,0,
0,0,
0.248693433826,0,
0.279888567154,0,
1,0,
0,0,
1,0,
0,0,
0,0,
0,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
0,0,
0,0,
0,0,
0.552305502099,0,
0.494665817155,0,
0,0,
0.514119976706,0,
1,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,1,
0,0,
1,1,
1,0,
0,1,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
0,0,
0,0,
1,0,
0,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0.144650252589,0,
1,0,
0.000390648851712,0,
0,0,
0,0,
0.00914800452337,0,
0.905879132793,0,
0.000662315917877,0,
0.10696073862,0,
0.00169858746131,0,
0.0994638174013,0,
0,1,
0,1,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
1,0,
0,0,
1,1,
1,0,
0,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
0,0,
0.298744639947,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0.0188416909534,0,
0,0,
0.00935820179448,0,
1,0,
0.023094255474,0,
0.0439757268946,0,
1,0,
0.382067266216,0,
0.0351202002647,0,
1,0,
0.0258365995448,0,
1,0,
0,0,
0,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,1,
1,0,
1,0,
1,1,
1,0,
1,1,
0,0,
0,0,
1,0,
1,1,
1,0,
1,1,
1,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,1,
1,0,
1,0,
0,0,
1,0,
0,0,
0,0,
1,0,
0,0,
0,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
0.918006188395,0,
0,0,
0,0,
0,0,
1,0,
1,1,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
0,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,1,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
0.0887957119808,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
0.445771960838,0,
0.11917150193,0,
0.184449395507,0,
1,0,
1,0,
0,1,
0,0,
1,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0.151888060782,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,1,
1,0,
1,0,
0,0,
1,1,
1,0,
0,0,
1,1,
1,0,
0,0,
0,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
0,0,
1,0,
1,0,
1,1,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,1,
0,0,
1,1,
0,0,
0.551330002773,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
1,1,
1,1,
1,0,
1,0,
1,0,
1,1,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
0,0,
1,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,1,
1,1,
0,0,
1,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,1,
1,0,
0,0,
0,0,
0,1,
1,0,
0,1,
0,0,
0,0,
0,0,
0,0,
1,0,
0.10209441758,1,
0.00137288518888,0,
0,1,
0,0,
1,0,
0.0145496413275,0,
0.824369531984,0,
0,0,
1,0,
1,0,
0.234038755476,0,
0.0163226412895,0,
0.16841896084,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,1,
0,1,
0.743924273013,0,
0,0,
0,0,
0,0,
1,0,
0,0,
0,0,
0,0,
1,0,
1,0,
0,0,
1,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
0.213330952365,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
0.297814965879,0,
1,0,
0.173687724761,0,
0,0,
0,0,
0,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
0,0,
0,0,
0,0,
0,0,
0.00389260501725,0,
0,0,
0,0,
0,0,
0,0,
0.0131664330759,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
0,0,
0.365127621319,0,
1,0,
1,0,
0.092991720803,0,
0.00227312817995,0,
0.142398829969,0,
0.599932418386,0,
1,0,
0.335232547783,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
0.056914768418,0,
1,0,
1,0,
1,0,
0.499052527073,0,
0,0,
0.233557810171,1,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,1,
1,0,
0,0,
1,0,
1,0,
1,1,
1,0,
1,0,
1,1,
1,0,
0.781832455549,0,
1,0,
0,1,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
1,1,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,1,
1,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,1,
1,0,
1,1,
1,0,
1,1,
1,0,
0,0,
0,0,
0,0,
1,0,
0,0,
0,0,
1,0,
0,0,
1,0,
0,0,
1,0,
1,1,
1,0,
1,0,
1,0,
1,0,
1,0,
1,1,
1,0,
1,1,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
1,1,
1,0,
0,0,
0,0,
0,0,
0,0,
0.010503539232,0,
0.0428209938568,0,
0,0,
1,0,
0,0,
0.175564091068,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,1,
1,0,
1,1,
0,1,
0,0,
0,1,
1,0,
1,0,
0,0,
1,0,
0,0,
0,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
0,0,
0,0,
0,0,
0.24558279546,0,
0.110893240623,0,
0,0,
1,0,
1,0,
0,0,
1,1,
0.155008066658,0,
0,0,
0.00102624496505,0,
0.406923254622,0,
0,0,
1,0,
0,0,
0.0203285185551,0,
0.0116117123406,0,
0,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0.222790532246,0,
0.0294776166163,0,
0.00289758181384,0,
1,0,
0.00138237970058,0,
0,0,
0,0,
0,0,
0.019741136903,0,
0,0,
0,0,
0.204800301793,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
1,1,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
0,0,
0,0,
1,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,1,
1,0,
0,0,
0,1,
1,0,
0,0,
0,0,
1,0,
0,0,
1,0,
0,0,
1,0,
1,0,
0,1,
0,1,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
1,1,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
0,0,
1,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,1,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,1,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0.45572562845,0,
1,0,
0,0,
1,0,
0,0,
0,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,1,
1,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
1,0,
1,0,
0.0624773707206,0,
0.0886356378051,0,
1,0,
0.112613412656,0,
0,0,
0.00561261495854,0,
0.398390823051,0,
1,0,
1,0,
0,0,
0.0366824163463,0,
0,0,
1,0,
0,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,1,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,1,
0,0,
1,0,
1,0,
1,0,
0,1,
0,0,
1,1,
1,0,
0.551684142924,1,
1,0,
1,0,
0.946703885835,1,
1,0,
1,0,
0.409844485159,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0.27837820755,0,
0.0858114868302,0,
0,0,
1,0,
0.726537439023,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0.886278776986,0,
1,0,
1,0,
0.56038619006,0,
1,1,
1,0,
1,1,
1,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,1,
1,0,
0.230411681826,0,
1,0,
1,0,
1,0,
0,0,
0,1,
0.283642697265,0,
1,0,
1,0,
1,0,
0,0,
0.176510173712,0,
0,0,
0,0,
1,0,
1,0,
0.00147325504487,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
0,0,
1,0,
0,0,
0,0,
0,0,
1,0,
1,1,
0.189882478336,0,
1,0,
0.2280376698,0,
1,0,
1,0,
0.0133445509984,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0.00625093872804,0,
0.103029199467,0,
0.032933639705,0,
0.0370557916207,0,
0.0370557916207,0,
0.152291775859,0,
0.0141520185804,0,
0,0,
0.00116261130483,0,
0,0,
0.0357985112482,0,
0.577973611164,0,
0.11782031311,0,
0.00217114372518,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0.308658680218,0,
1,0,
1,0,
0,1,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0.0779374598472,0,
1,0,
1,1,
0,0,
1,0,
1,0,
1,0,
0,0,
0,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,1,
1,1,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0.027018380668,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0.270557585302,0,
0.950384007172,0,
0.0656705790737,0,
0.551174580804,0,
0.0466197243828,0,
0,0,
0,0,
0.490684377146,0,
0,0,
0.00999394774078,0,
1,0,
1,0,
0,0,
0,0,
1,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0.226919572946,0,
0.788808997326,0,
0,0,
1,0,
0.0877941895978,0,
0,0,
0.40080926553,0,
0,0,
0,0,
1,0,
0.150151289447,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
1,0,
0.194405480898,0,
0.194405480898,0,
1,0,
0,0,
0.278310189654,0,
0,0,
1,0,
1,0,
0.000568413061033,0,
0,0,
0,0,
